영업일자,영업장명_메뉴명,매출수량,요일,월,영업장명,메뉴명,분기,menu_type_refined,Holiday,is_damha,is_mirashia,lag_1,lag_7,lag_14,rolling_7_mean,rolling_14_mean,rolling_7_std,rolling_7_diff
2023-02-22,느티나무 셀프BBQ_BBQ55(단체),0,2,2,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,0.0,0.0,3.5714285714285716,3.0714285714285716,9.449111825230684,0.0
2023-02-23,느티나무 셀프BBQ_BBQ55(단체),0,3,2,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,0.0,0.0,3.5714285714285716,3.0714285714285716,9.449111825230684,0.0
2023-02-24,느티나무 셀프BBQ_BBQ55(단체),10,4,2,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,0.0,18.0,3.5714285714285716,3.0714285714285716,9.449111825230684,0.0
2023-02-25,느티나무 셀프BBQ_BBQ55(단체),0,5,2,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,10.0,25.0,0.0,5.0,2.5,9.574271077563385,-15.0
2023-02-26,느티나무 셀프BBQ_BBQ55(단체),0,6,2,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,0.0,0.0,1.4285714285714286,2.5,3.779644730092278,0.0
2023-02-27,느티나무 셀프BBQ_BBQ55(단체),0,0,2,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,0.0,0.0,1.4285714285714286,2.5,3.779644730092278,0.0
2023-02-28,느티나무 셀프BBQ_BBQ55(단체),0,1,2,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,0.0,0.0,1.4285714285714286,2.5,3.779644730092278,0.0
2023-03-01,느티나무 셀프BBQ_BBQ55(단체),0,2,3,느티나무 셀프BBQ,BBQ55(단체),1,food,1,0,0,0.0,0.0,0.0,1.4285714285714286,2.5,3.779644730092278,0.0
2023-03-02,느티나무 셀프BBQ_BBQ55(단체),0,3,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,0.0,0.0,1.4285714285714286,2.5,3.779644730092278,0.0
2023-03-03,느티나무 셀프BBQ_BBQ55(단체),0,4,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,10.0,0.0,1.4285714285714286,2.5,3.779644730092278,-10.0
2023-03-04,느티나무 셀프BBQ_BBQ55(단체),0,5,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,0.0,25.0,0.0,2.5,0.0,0.0
2023-03-05,느티나무 셀프BBQ_BBQ55(단체),0,6,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0
2023-03-06,느티나무 셀프BBQ_BBQ55(단체),0,0,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0
2023-03-07,느티나무 셀프BBQ_BBQ55(단체),0,1,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0
2023-03-08,느티나무 셀프BBQ_BBQ55(단체),0,2,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0
2023-03-09,느티나무 셀프BBQ_BBQ55(단체),0,3,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0
2023-03-10,느티나무 셀프BBQ_BBQ55(단체),70,4,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,0.0,10.0,0.0,0.7142857142857143,0.0,0.0
2023-03-11,느티나무 셀프BBQ_BBQ55(단체),0,5,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,70.0,0.0,0.0,10.0,5.0,26.45751311064591,70.0
2023-03-12,느티나무 셀프BBQ_BBQ55(단체),0,6,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,0.0,0.0,10.0,5.0,26.45751311064591,0.0
2023-03-13,느티나무 셀프BBQ_BBQ55(단체),116,0,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,0.0,0.0,10.0,5.0,26.45751311064591,0.0
2023-03-14,느티나무 셀프BBQ_BBQ55(단체),98,1,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,116.0,0.0,0.0,26.571428571428573,13.285714285714286,47.282333356329275,116.0
2023-03-15,느티나무 셀프BBQ_BBQ55(단체),20,2,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,98.0,0.0,0.0,40.57142857142857,20.285714285714285,52.34137032614878,98.0
2023-03-16,느티나무 셀프BBQ_BBQ55(단체),121,3,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,20.0,0.0,0.0,43.42857142857143,21.714285714285715,50.26216981274997,20.0
2023-03-17,느티나무 셀프BBQ_BBQ55(단체),81,4,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,121.0,70.0,0.0,60.714285714285715,30.357142857142858,53.53725894401109,51.0
2023-03-18,느티나무 셀프BBQ_BBQ55(단체),0,5,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,81.0,0.0,0.0,62.285714285714285,36.142857142857146,54.01454830479867,81.0
2023-03-19,느티나무 셀프BBQ_BBQ55(단체),0,6,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,0.0,0.0,62.285714285714285,36.142857142857146,54.01454830479867,0.0
2023-03-20,느티나무 셀프BBQ_BBQ55(단체),23,0,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,116.0,0.0,62.285714285714285,36.142857142857146,54.01454830479867,-116.0
2023-03-21,느티나무 셀프BBQ_BBQ55(단체),0,1,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,23.0,98.0,0.0,49.0,37.785714285714285,49.8798556533597,-75.0
2023-03-22,느티나무 셀프BBQ_BBQ55(단체),0,2,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,20.0,0.0,35.0,37.785714285714285,47.53244505948892,-20.0
2023-03-23,느티나무 셀프BBQ_BBQ55(단체),107,3,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,121.0,0.0,32.142857142857146,37.785714285714285,49.15766665003731,-121.0
2023-03-24,느티나무 셀프BBQ_BBQ55(단체),60,4,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,107.0,81.0,70.0,30.142857142857142,45.42857142857143,45.0534074605853,26.0
2023-03-25,느티나무 셀프BBQ_BBQ55(단체),0,5,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,60.0,0.0,0.0,27.142857142857142,44.714285714285715,41.67504677633275,60.0
2023-03-26,느티나무 셀프BBQ_BBQ55(단체),0,6,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,0.0,0.0,27.142857142857142,44.714285714285715,41.67504677633275,0.0
2023-03-27,느티나무 셀프BBQ_BBQ55(단체),0,0,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,23.0,116.0,27.142857142857142,44.714285714285715,41.67504677633275,-23.0
2023-03-28,느티나무 셀프BBQ_BBQ55(단체),68,1,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,0.0,98.0,23.857142857142858,36.42857142857143,42.943484455070205,0.0
2023-03-29,느티나무 셀프BBQ_BBQ55(단체),0,2,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,68.0,0.0,20.0,33.57142857142857,34.285714285714285,44.316502354680246,68.0
2023-03-30,느티나무 셀프BBQ_BBQ55(단체),65,3,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,0.0,107.0,121.0,33.57142857142857,32.857142857142854,44.316502354680246,-107.0
2023-03-31,느티나무 셀프BBQ_BBQ55(단체),0,4,3,느티나무 셀프BBQ,BBQ55(단체),1,food,0,0,0,65.0,60.0,81.0,27.571428571428573,28.857142857142858,34.46668508795675,5.0
2023-04-01,느티나무 셀프BBQ_BBQ55(단체),0,5,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,0.0,0.0,19.0,23.071428571428573,32.46023207967968,0.0
2023-04-02,느티나무 셀프BBQ_BBQ55(단체),0,6,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,0.0,0.0,19.0,23.071428571428573,32.46023207967968,0.0
2023-04-03,느티나무 셀프BBQ_BBQ55(단체),0,0,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,0.0,23.0,19.0,23.071428571428573,32.46023207967968,0.0
2023-04-04,느티나무 셀프BBQ_BBQ55(단체),26,1,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,68.0,0.0,19.0,21.428571428571427,32.46023207967968,-68.0
2023-04-05,느티나무 셀프BBQ_BBQ55(단체),33,2,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,26.0,0.0,0.0,13.0,23.285714285714285,24.893104801664773,26.0
2023-04-06,느티나무 셀프BBQ_BBQ55(단체),201,3,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,33.0,65.0,107.0,17.714285714285715,25.642857142857142,25.144345194060918,-32.0
2023-04-07,느티나무 셀프BBQ_BBQ55(단체),42,4,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,201.0,0.0,60.0,37.142857142857146,32.357142857142854,73.60803527566034,201.0
2023-04-08,느티나무 셀프BBQ_BBQ55(단체),0,5,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,42.0,0.0,0.0,43.142857142857146,31.071428571428573,71.76449579801182,42.0
2023-04-09,느티나무 셀프BBQ_BBQ55(단체),0,6,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,0.0,0.0,43.142857142857146,31.071428571428573,71.76449579801182,0.0
2023-04-10,느티나무 셀프BBQ_BBQ55(단체),0,0,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,0.0,0.0,43.142857142857146,31.071428571428573,71.76449579801182,0.0
2023-04-11,느티나무 셀프BBQ_BBQ55(단체),0,1,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,26.0,68.0,43.142857142857146,31.071428571428573,71.76449579801182,-26.0
2023-04-12,느티나무 셀프BBQ_BBQ55(단체),153,2,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,33.0,0.0,39.42857142857143,26.214285714285715,73.4526086281877,-33.0
2023-04-13,느티나무 셀프BBQ_BBQ55(단체),220,3,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,153.0,201.0,65.0,56.57142857142857,37.142857142857146,84.8250299987316,-48.0
2023-04-14,느티나무 셀프BBQ_BBQ55(단체),0,4,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,220.0,42.0,0.0,59.285714285714285,48.214285714285715,90.34141590971124,178.0
2023-04-15,느티나무 셀프BBQ_BBQ55(단체),0,5,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,0.0,0.0,53.285714285714285,48.214285714285715,93.0353235527852,0.0
2023-04-16,느티나무 셀프BBQ_BBQ55(단체),0,6,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,0.0,0.0,53.285714285714285,48.214285714285715,93.0353235527852,0.0
2023-04-17,느티나무 셀프BBQ_BBQ55(단체),106,0,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,0.0,0.0,53.285714285714285,48.214285714285715,93.0353235527852,0.0
2023-04-18,느티나무 셀프BBQ_BBQ55(단체),0,1,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,106.0,0.0,26.0,68.42857142857143,55.785714285714285,91.531155247557,106.0
2023-04-19,느티나무 셀프BBQ_BBQ55(단체),112,2,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,153.0,33.0,68.42857142857143,53.92857142857143,91.531155247557,-153.0
2023-04-20,느티나무 셀프BBQ_BBQ55(단체),156,3,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,112.0,220.0,201.0,62.57142857142857,59.57142857142857,86.38452242320794,-108.0
2023-04-21,느티나무 셀프BBQ_BBQ55(단체),36,4,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,156.0,0.0,42.0,53.42857142857143,56.357142857142854,68.47592555747153,156.0
2023-04-22,느티나무 셀프BBQ_BBQ55(단체),0,5,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,36.0,0.0,0.0,58.57142857142857,55.92857142857143,65.06114340335853,36.0
2023-04-23,느티나무 셀프BBQ_BBQ55(단체),0,6,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,0.0,0.0,58.57142857142857,55.92857142857143,65.06114340335853,0.0
2023-04-24,느티나무 셀프BBQ_BBQ55(단체),0,0,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,106.0,0.0,58.57142857142857,55.92857142857143,65.06114340335853,-106.0
2023-04-25,느티나무 셀프BBQ_BBQ55(단체),75,1,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,0.0,0.0,43.42857142857143,55.92857142857143,64.51577880089269,0.0
2023-04-26,느티나무 셀프BBQ_BBQ55(단체),0,2,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,75.0,112.0,153.0,54.142857142857146,61.285714285714285,62.29079271564023,-37.0
2023-04-27,느티나무 셀프BBQ_BBQ55(단체),168,3,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,156.0,220.0,38.142857142857146,50.357142857142854,59.263334846622136,-156.0
2023-04-28,느티나무 셀프BBQ_BBQ55(단체),0,4,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,168.0,36.0,0.0,39.857142857142854,46.642857142857146,63.27829688876635,132.0
2023-04-29,느티나무 셀프BBQ_BBQ55(단체),0,5,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,0.0,0.0,34.714285714285715,46.642857142857146,65.08126787771907,0.0
2023-04-30,느티나무 셀프BBQ_BBQ55(단체),0,6,4,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,0.0,0.0,34.714285714285715,46.642857142857146,65.08126787771907,0.0
2023-05-01,느티나무 셀프BBQ_BBQ55(단체),0,0,5,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,0.0,106.0,34.714285714285715,46.642857142857146,65.08126787771907,0.0
2023-05-02,느티나무 셀프BBQ_BBQ55(단체),58,1,5,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,75.0,0.0,34.714285714285715,39.07142857142857,65.08126787771907,-75.0
2023-05-03,느티나무 셀프BBQ_BBQ55(단체),77,2,5,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,58.0,0.0,112.0,32.285714285714285,43.214285714285715,63.62838539968957,58.0
2023-05-04,느티나무 셀프BBQ_BBQ55(단체),0,3,5,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,77.0,168.0,156.0,43.285714285714285,40.714285714285715,63.772288353992465,-91.0
2023-05-05,느티나무 셀프BBQ_BBQ55(단체),0,4,5,느티나무 셀프BBQ,BBQ55(단체),2,food,1,0,0,0.0,0.0,36.0,19.285714285714285,29.571428571428573,33.390189605702474,0.0
2023-05-06,느티나무 셀프BBQ_BBQ55(단체),0,5,5,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,0.0,0.0,19.285714285714285,27.0,33.390189605702474,0.0
2023-05-07,느티나무 셀프BBQ_BBQ55(단체),0,6,5,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,0.0,0.0,19.285714285714285,27.0,33.390189605702474,0.0
2023-05-08,느티나무 셀프BBQ_BBQ55(단체),75,0,5,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,0.0,0.0,0.0,19.285714285714285,27.0,33.390189605702474,0.0
2023-05-09,느티나무 셀프BBQ_BBQ55(단체),21,1,5,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,75.0,58.0,75.0,30.0,32.357142857142854,37.898988552906445,17.0
2023-05-10,느티나무 셀프BBQ_BBQ55(단체),122,2,5,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,21.0,77.0,0.0,24.714285714285715,28.5,35.86880857474121,-56.0
2023-05-11,느티나무 셀프BBQ_BBQ55(단체),156,3,5,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,122.0,0.0,168.0,31.142857142857142,37.214285714285715,48.58130151758861,122.0
2023-05-12,느티나무 셀프BBQ_BBQ55(단체),168,4,5,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,156.0,0.0,0.0,53.42857142857143,36.357142857142854,64.94063222887281,156.0
2023-05-13,느티나무 셀프BBQ_BBQ55(단체),0,5,5,느티나무 셀프BBQ,BBQ55(단체),2,food,0,0,0,168.0,0.0,0.0,77.42857142857143,48.357142857142854,72.50714250531266,168.0
