date_ordinal,date,store,menu,store_menu,menu_cluster,menu_cluster_label,pattern_group,pattern_group_label,sales,dow,month,quarter,is_month_start,is_month_end,season,sin_doy,cos_doy,sin_dow,cos_dow,is_weekend,is_holiday,day_type,_off_run_id,off_run_pos,is_peak_data
738521,2023-01-01,라그로타,버섯 크림 리조또,라그로타_버섯 크림 리조또,1,Weekday-Steady,2,Weekend+Holiday Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,메밀면 사리,담하_메밀면 사리,3,Seasonal-Peak,3,Weekend-Heavy,14,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,카페테리아,돼지고기 김치찌개,카페테리아_돼지고기 김치찌개,3,Seasonal-Peak,1,Seasonal-Peak,80,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,느티나무 셀프BBQ,BBQ55(단체),느티나무 셀프BBQ_BBQ55(단체),0,Weekday-Steady,0,Seasonal-Peak,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,라그로타,해산물 토마토 리조또,라그로타_해산물 토마토 리조또,1,Weekday-Steady,2,Weekend+Holiday Heavy,2,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,미라시아,브런치(어린이),미라시아_브런치(어린이),3,Seasonal-Peak,3,Weekend-Heavy,20,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,화담숲카페,현미뻥스크림,화담숲카페_현미뻥스크림,3,Seasonal-Peak,2,Weekend+Holiday Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,(후식) 물냉면,담하_(후식) 물냉면,1,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,제로콜라,담하_제로콜라,1,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,느티나무 셀프BBQ,일회용 소주컵,느티나무 셀프BBQ_일회용 소주컵,1,Weekday-Steady,0,Seasonal-Peak,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,갱시기,담하_갱시기,1,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,느티나무 셀프BBQ,카스 병(단체),느티나무 셀프BBQ_카스 병(단체),0,Weekday-Steady,0,Seasonal-Peak,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,카페테리아,구슬아이스크림,카페테리아_구슬아이스크림,3,Seasonal-Peak,1,Seasonal-Peak,73,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,문막 복분자 칵테일,담하_문막 복분자 칵테일,1,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,(후식) 비빔냉면,담하_(후식) 비빔냉면,1,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,화담숲주막,느린마을 막걸리,화담숲주막_느린마을 막걸리,3,Seasonal-Peak,2,Weekend+Holiday Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,느티나무 셀프BBQ,잔디그늘집 대여료 (12인석),느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),1,Weekday-Steady,0,Seasonal-Peak,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,카페테리아,짜장면,카페테리아_짜장면,3,Seasonal-Peak,1,Seasonal-Peak,77,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,(단체) 황태해장국 3/27까지,담하_(단체) 황태해장국 3/27까지,0,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,연회장,Convention Hall,연회장_Convention Hall,0,Weekday-Steady,0,Seasonal-Peak,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,라그로타,AUS (200g),라그로타_AUS (200g),1,Weekday-Steady,2,Weekend+Holiday Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,카페테리아,카페라떼(ICE),카페테리아_카페라떼(ICE),3,Seasonal-Peak,1,Seasonal-Peak,19,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,포레스트릿,페스츄리 소시지,포레스트릿_페스츄리 소시지,3,Seasonal-Peak,1,Seasonal-Peak,154,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,미라시아,글라스와인 (레드),미라시아_글라스와인 (레드),1,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,미라시아,레인보우칵테일(알코올),미라시아_레인보우칵테일(알코올),3,Seasonal-Peak,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,카페테리아,오픈푸드,카페테리아_오픈푸드,0,Weekday-Steady,1,Seasonal-Peak,4,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,포레스트릿,떡볶이,포레스트릿_떡볶이,2,Seasonal-Peak,1,Seasonal-Peak,290,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,라그로타,모둠 해산물 플래터,라그로타_모둠 해산물 플래터,1,Weekday-Steady,2,Weekend+Holiday Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,(단체) 생목살 김치전골 2.0,담하_(단체) 생목살 김치전골 2.0,0,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,라그로타,해산물 토마토 스튜 파스타,라그로타_해산물 토마토 스튜 파스타,1,Weekday-Steady,2,Weekend+Holiday Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,미라시아,브런치(대인) 주중,미라시아_브런치(대인) 주중,0,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,카페테리아,진사골 설렁탕,카페테리아_진사골 설렁탕,3,Seasonal-Peak,1,Seasonal-Peak,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,처음처럼,담하_처음처럼,1,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,연회장,매콤 무뼈닭발&계란찜,연회장_매콤 무뼈닭발&계란찜,1,Weekday-Steady,0,Seasonal-Peak,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,화담숲카페,아메리카노 HOT,화담숲카페_아메리카노 HOT,3,Seasonal-Peak,2,Weekend+Holiday Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,느티나무 셀프BBQ,"대여료 90,000원","느티나무 셀프BBQ_대여료 90,000원",1,Weekday-Steady,0,Seasonal-Peak,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,갑오징어 비빔밥,담하_갑오징어 비빔밥,3,Seasonal-Peak,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,라그로타,알리오 에 올리오,라그로타_알리오 에 올리오 ,1,Weekday-Steady,2,Weekend+Holiday Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,참이슬,담하_참이슬,3,Seasonal-Peak,3,Weekend-Heavy,6,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,연회장,모둠 돈육구이(3인),연회장_모둠 돈육구이(3인),1,Weekday-Steady,0,Seasonal-Peak,11,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,미라시아,잭 애플 토닉,미라시아_잭 애플 토닉,1,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,연회장,Cass Beer,연회장_Cass Beer,0,Weekday-Steady,0,Seasonal-Peak,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,미라시아,(화덕) 불고기 페퍼로니 반반피자,미라시아_(화덕) 불고기 페퍼로니 반반피자,3,Seasonal-Peak,3,Weekend-Heavy,4,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,연회장,삼겹살추가 (200g),연회장_삼겹살추가 (200g),1,Weekday-Steady,0,Seasonal-Peak,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,미라시아,애플망고 에이드,미라시아_애플망고 에이드,3,Seasonal-Peak,3,Weekend-Heavy,5,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,카페테리아,새우튀김 우동,카페테리아_새우튀김 우동,3,Seasonal-Peak,1,Seasonal-Peak,89,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,들깨 양지탕,담하_들깨 양지탕,3,Seasonal-Peak,3,Weekend-Heavy,7,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,연회장,Conference M1,연회장_Conference M1,0,Weekday-Steady,0,Seasonal-Peak,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,느티나무 셀프BBQ,스프라이트 (단체),느티나무 셀프BBQ_스프라이트 (단체),0,Weekday-Steady,0,Seasonal-Peak,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,화담숲주막,해물파전,화담숲주막_해물파전,2,Seasonal-Peak,2,Weekend+Holiday Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,화담숲주막,참살이 막걸리,화담숲주막_참살이 막걸리,3,Seasonal-Peak,2,Weekend+Holiday Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,느티나무 셀프BBQ,쌈장,느티나무 셀프BBQ_쌈장,1,Weekday-Steady,0,Seasonal-Peak,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,포레스트릿,스프라이트,포레스트릿_스프라이트,3,Seasonal-Peak,1,Seasonal-Peak,82,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,느티나무 셀프BBQ,햇반,느티나무 셀프BBQ_햇반,1,Weekday-Steady,0,Seasonal-Peak,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,카페테리아,치즈돈까스,카페테리아_치즈돈까스,3,Seasonal-Peak,1,Seasonal-Peak,103,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,(정식) 물냉면,담하_(정식) 물냉면 ,3,Seasonal-Peak,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,라그로타,하이네켄(생),라그로타_하이네켄(생),1,Weekday-Steady,2,Weekend+Holiday Heavy,3,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,미라시아,스텔라(무제한),미라시아_스텔라(무제한),3,Seasonal-Peak,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,미라시아,코카콜라(제로),미라시아_코카콜라(제로),1,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,황태해장국,담하_황태해장국,3,Seasonal-Peak,3,Weekend-Heavy,10,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,라그로타,스프라이트,라그로타_스프라이트,1,Weekday-Steady,2,Weekend+Holiday Heavy,4,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,연회장,주먹밥 (2ea),연회장_주먹밥 (2ea),1,Weekday-Steady,0,Seasonal-Peak,4,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,한우 미역국 정식,담하_한우 미역국 정식,3,Seasonal-Peak,3,Weekend-Heavy,12,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,생목살 김치찌개,담하_생목살 김치찌개,3,Seasonal-Peak,3,Weekend-Heavy,39,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,(정식) 비빔냉면,담하_(정식) 비빔냉면,3,Seasonal-Peak,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,카페테리아,짬뽕밥,카페테리아_짬뽕밥,3,Seasonal-Peak,1,Seasonal-Peak,24,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,라그로타,콜라,라그로타_콜라,3,Seasonal-Peak,2,Weekend+Holiday Heavy,4,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,미라시아,스프라이트,미라시아_스프라이트,1,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,라면사리,담하_라면사리,0,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,스프라이트,담하_스프라이트,3,Seasonal-Peak,3,Weekend-Heavy,2,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,연회장,왕갈비치킨,연회장_왕갈비치킨,1,Weekday-Steady,0,Seasonal-Peak,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,카페테리아,새우 볶음밥,카페테리아_새우 볶음밥,3,Seasonal-Peak,1,Seasonal-Peak,50,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,연회장,Regular Coffee,연회장_Regular Coffee,0,Weekday-Steady,0,Seasonal-Peak,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,(단체) 은이버섯 갈비탕,담하_(단체) 은이버섯 갈비탕,0,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,라그로타,시저 샐러드,라그로타_시저 샐러드 ,1,Weekday-Steady,2,Weekend+Holiday Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,포레스트릿,꼬치어묵,포레스트릿_꼬치어묵,2,Seasonal-Peak,1,Seasonal-Peak,514,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,(단체) 한우 우거지 국밥,담하_(단체) 한우 우거지 국밥,0,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,연회장,Cookie Platter,연회장_Cookie Platter,0,Weekday-Steady,0,Seasonal-Peak,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,미라시아,보일링 랍스타 플래터,미라시아_보일링 랍스타 플래터,1,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,라그로타,카스,라그로타_카스,1,Weekday-Steady,2,Weekend+Holiday Heavy,1,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,라그로타,한우 (200g),라그로타_한우 (200g),1,Weekday-Steady,2,Weekend+Holiday Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,연회장,공깃밥,연회장_공깃밥,1,Weekday-Steady,0,Seasonal-Peak,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,하동 매실 칵테일,담하_하동 매실 칵테일,1,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,라그로타,아메리카노,라그로타_아메리카노,1,Weekday-Steady,2,Weekend+Holiday Heavy,3,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,미라시아,쉬림프 투움바 파스타,미라시아_쉬림프 투움바 파스타,3,Seasonal-Peak,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,미라시아,칠리 치즈 프라이,미라시아_칠리 치즈 프라이,1,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,카페테리아,한상 삼겹구이 정식(2인) 소요시간 약 15~20분,카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,3,Seasonal-Peak,1,Seasonal-Peak,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,미라시아,콥 샐러드,미라시아_콥 샐러드,1,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,라그로타,빵 추가 (1인),라그로타_빵 추가 (1인),1,Weekday-Steady,2,Weekend+Holiday Heavy,13,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,담하,룸 이용료,담하_룸 이용료,1,Weekday-Steady,3,Weekend-Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,화담숲카페,메밀미숫가루,화담숲카페_메밀미숫가루,3,Seasonal-Peak,2,Weekend+Holiday Heavy,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,느티나무 셀프BBQ,"본삼겹 (단품,실내)","느티나무 셀프BBQ_본삼겹 (단품,실내)",1,Weekday-Steady,0,Seasonal-Peak,0,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,카페테리아,복숭아 아이스티,카페테리아_복숭아 아이스티,3,Seasonal-Peak,1,Seasonal-Peak,46,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
738521,2023-01-01,라그로타,Gls.미션 서드,라그로타_Gls.미션 서드,1,Weekday-Steady,2,Weekend+Holiday Heavy,4,6,1,1,1,0,3,0.017201575,0.99985206,-0.7818315,0.6234898,1,1,2,1,2,0
